Movie_Title,Title,User,Date,Content,Stars
Saltburn," As a psychiatric nurse this was the perfect case study. Absolute masterpiece.
",Birminghamukengland,06-Feb-24,"I'd read reviews, heard opinions but thought I'd watch it for myself and I loved every minute. The acting from all was first class and the guy who played Oliver deserves an Oscar. Totally mesmerising performances throughout.The story telling, direction, cinematography and script were perfect.This is not for the faint hearted or easily offended but for those of us who have worked in mental health for 27 years it was the story of a genuine Sociopath who destroyed everyone around him and for what?I actually didn't want it to end.Towards the end it became very moving and the last scenes were just plain bonkers but so realistic of someone's behaviour with this disorder.Well done to all. An absolute masterpiece.","
            
            10/10
            
    "
Saltburn," Saltburn? How about Slowburn? REAL Dlow
",mjanelle-24974,25-Nov-23,"I love Emerald Fennell, so I was especially looking forward to this movie. Granted it doesn't start out badly. Starting with a talking head interview type monologue and then merging into the ""scholarship student"" thrown into upper crust society, homoerotic outsider looking yearningly towards his object of desire we've seen in so many Merchant Ivory movies. And the. It sits there for 30 minutes or so. Not moving. Then we're brought to the elitist estate with the big windows and mirrors and grounds with a maze (don't get lost, is the marketing tagline). The object of desire (and heir apparent) gives his summer friend an irreverent tour of the place. And then you realize they will sleep in adjoining rooms that share a bathroom (if that's OK) and we thing, well, this might be interesting. But no. We spend the next hour learning. Banalities about this family. But not even banal enough for us to begin to hate them. They're just sad. We know this story. There's some Teorema like encounters with different members of the (sometimes extended) family (some of you will get it) that might have also been interesting had they been explored. But no. When people start dying you think it's going to FINALLY get interesting. But no. It's handled with the same banality of the rest of the movie. And the payoff (with gratuitous nudity) you figured out about 30 minutes before. We want it to be about revenge, unrequited love (I can't have you so no one can), ambition, need for family. But it turns out to be just about greed. But even that payoff feels shortchanged.","
            
            4/10
            
    "
Saltburn," Pretentious nonsense
",cyd-06327,24-Dec-23,"This is a very easy movie to critique. Take a very pretentious mindset and think about scenes which you can include for shock value. To call this pretentious nonsense is really an understatement.Similarly, to simply call it derivative is an understatement. There really is nothing, and I mean nothing, truly original in the concept or in the depiction.The writing and direction are very pedestrian indeed, but it appears that that was not very relevant to the creators. 'Think of something we can use to shock' is the singular goal.Gratuitous male nudity is obviously included ('so very relevant', the writer squeals).Overall, simply dross.","
            
            1/10
            
    "
Saltburn," ""You're just a stranger..., yet here you are.""
",classicsoncall,02-Jan-24,"Movie critic Rex Reed calls ""Saltburn"" a film of staggering impact. I would agree, except he meant it in a positive vein, and I see it as just the opposite. It was decadent, disturbing, disgusting, demented, depraved and dysfunctional. I don't think there are enough d's in the dictionary to fully describe my reaction to it. There are two scenes in particular that challenge the viewer not to gag on the spot, and without describing them, I think you'll easily figure them out if you watch the picture. That's not to say you should watch the picture; I didn't find it to have any redeeming entertainment value. Principal actor Barry Keoghan does deliver a masterful performance, one however that demonstrates he's either very brave or bordering on the edge of mental illness. I'm sure that last comment isn't very fair to the guy, but seriously, the story here is sensationalism disguised as a movie, with scenes that shock one into revulsion. Except for elitist movie critics of course, who will find it praiseworthy beyond words. Proceed at your own risk.","
            
            4/10
            
    "
Saltburn," Twisted ripoff of The Talented Mr. Ripley
",jmcornett-27721,22-Dec-23,"Not much story to this crazy, unimaginative, and blatant ripoff of The Talented Mr. Ripley. The cast are not fully fleshed out characters and don't seem to know what to do with themselves. The truly outstanding actor here is Barry Keoghan who does an outstanding job of bringing Oliver alive with such a striking performance. The rest of the characters are stereotypes and under developed. Carey Mulligan is totally wasted here in a part that is just stupid and does nothing more than let you in on how utterly ridiculous and superficial the Catton family is. The cinematography was well done and added to the atmosphere of the movie but the story was so poorly put together I'm surprised that the movie got made.","
            
            1/10
            
    "
Saltburn," Silver Spoon Aspirations...
",Xstal,18-Nov-23,"A scholarship leads to things you can't afford, where your castoff clothes are simply not Oxford, Billy Nomates and a bore, until Felix opens a door, that you walk through to be no longer ignored. You have a twang that doesn't fit in these new circles, a tongue that likes to explore certain portals, there is pity for your plight, for a life that's full of blight, but you take it on the chin, with snorts and gurgles. But the past is always lurking round the corner, and in turn you then become a constant mourner, karaoke writes the score, before you take to the dancefloor, with a finale that has left, mayhem and trauma.Barry Keoghan's always brilliant.","
            
            7/10
            
    "
Saltburn," saltburn
",hamzaarifshuja,17-Feb-24,"Saltburn is a story about Oliver, portrayed by Barry Keoghan(love him, who doesn't? I've seen killing of a sacred deer at least 10 times).His infatuation with Felix Catton, which starts at Oxford, quickly spirals into an obsession, leading to some morally ambiguous, if not outright disturbing, choices. What starts as a seemingly innocent attraction, soon morphs into something dark and uncontrollable.What struck me most about Saltburn is its clever use of Greek mythology as a narrative tool. The parallels drawn between Oliver's actions and the story of Theseus and the Minotaur add a rich layer of symbolism. This mythological reference isn't just a backdrop; it's integral to understanding Oliver's character and his journey.The film also delves into the themes of social class and the dichotomy between public persona and private reality. In an age where social media often dictates how we present ourselves to the world, 'Saltburn' offers a critical, if not cynical, view of this duality. Oliver's character becomes a vessel for exploring these themes, making us question the authenticity of those around us.Director Emerald Fennell doesn't shy away from making bold choices in 'Saltburn,' particularly in how the story unfolds. Some may find the film's progression and its eventual climax a bit jarring, but I believe it adds to the film's uniqueness. The narrative isn't straightforward, and it's this complexity that makes 'Saltburn' stand out.The performances in the film are noteworthy. Barry Keoghan delivers a nuanced portrayal of Oliver, balancing vulnerability with an underlying sense of menace. The supporting cast, including Jacob Elordi and Rosamund Pike, also contribute significantly to the film's overall impact. I've been skeptical of them, but I was impressed.In conclusion, Saltburn is a thought-provoking film that challenges conventional storytelling. It's a blend of mythology and modernity, a narrative that forces us to confront the darker aspects of desire and ambition. While it may not be everyone's cup of tea (I was grossed out by two scenes, you know the ones), for those who appreciate a film that makes you think and re-evaluate, Saltburn is definitely worth a watch. I've been skeptical of them, but I was impressed.","
            
            7/10
            
    "
Saltburn," Sinister and Gorgeous
",JK-WhatsUpWeirdoPodcast,18-Oct-23,"Sucks you in is an understatement, and possibly a double entendre. Darkly comedic, and a treat for the eyes. You will be absolutely transfixed by Barry Keoghan. Every moment feels tense, rich, and dangerous. Seeing it in a theater full of Olds and Uptights was hilaaaarious.I just saw it hours ago, and if this movie was available for me to play again right now at home I would put it on again. And if another advance screening happens before it's out I'm going again. You will think about this movie for days.Between Promising Young Woman and this, Emerald Fennell has become don't miss cinema for me.","
            
            10/10
            
    "
Saltburn," A Tad Long
",statuskuo,24-Nov-23,"""Talented Mr. Ripley"" in reverse.I feel we are suppose to get a lesson here, but none is to be given. Perhaps is to be aware of poor social climbers who exhibit intelligence. I know WAY too many people like that. Which could be the message in itself. The idea of being popular runs a little too dark when a chance meeting between Felix (a rich Gatsby-esque character played by Jacob Elordi) and Oliver (a socially awkward, possibly autistic, bright literary genius) at Oxford.There are a few things that will rub you the wrong way. Yes, it's suppose to be a dark comedy. I think Rosamund Pike, who plays Felix's mother is the only one who understands that the key to dark comedy is to be a bit over the top. Richard E. Grant plays the Dad who, unfortunately doesn't get the big eyed meltdown until the end. The other things you will either love or hate....
There is no reason for ANYONE to like Oliver. Ever. Barry Keoghan plays him great, but it isn't like he flips a switch and becomes charismatic. In fact, he just becomes a weirdo saying charismatic things. Perhaps that's the intention. The family is so devoid of emotion that any genuine sign of it gains acceptance. Again, I never felt that.There is absolutely NO reason for Oliver to know that Felix would be so generous as to ingratiate him into his family by a flat tire ruse. The conceit of this entire film relies on the idea that Oliver is a grifter preying on this family and that someone would be kind enough to take him in. He sees what he wants, then has the shameless nature of approaching each one to gain favor. Honestly, one of the worse flip of the switch is when Oliver observes the sister of the household and seduces her (after a few words--saying she's a nympho doesn't make it so).Any way, Rosamund Pike is the only good thing about this flick. Jacob Elordi is also really good at embodying the rich snob with a heart. The rest is a bit mediocre. If you've seen these types of identity starved sociopath movies, you'll know what you're watching.","
            
            6/10
            
    "
Saltburn," A disgusting dark yet a boring & predictable movie, complete waste of time, no-twists unlike other reviews seem to suggest, it's a very predictable plot
",mittal-pranjal,26-Dec-23,"The writer and producer probably wrote the script thinking, if you can't convince the audience, confuse them. Disgusting sexually explicit scenes, and the portrayal of unnecessary sexual story or scenes that have absolutely no connection to the plot. There is not much of a plot really just a blatantly lying selfish mentally ill person who does horrible things, I won't spoil it but it's pretty obvious into the movie. I don't know who put this in Comedy genre, there is absolutely no comedy. There is no thriller also really, whatever happens is very predictable. All of us who watched it together felt like we wasted our time on this movie, don't know why it was rated that high, it was just utter garbage.","
            
            1/10
            
    "
Saltburn," Lots of good fun and WTF moments
",chelbelle77,22-Jan-24,"It's clear this film isn't for everyone. Sometimes when a plot isn't spoon fed to the audience you lose that audience but it's ok, not everything is for everyone.Personally I thought it was very well done.Perhaps it is being British myself that I can see this is clearly a riotous comedy in the vein of poking fun not just at the upper crust but also those who aspire to it.People seem to think this is a thriller but it seems to me more like a set them up then watch the dominos fall film.Rosamund Pike has so many witty one liners and Richard grant is just perfect along with Carey mulligan as Poor Dear Pamela. I could delve into what does it say about class, privilege, social mobility etc but none of that matters. I think Emerald Fennell captured a cartoonish yet almost believable representation of the out of touch old money families of the UK and what it may be like not to have a financial care in the world.Barry Keoghan is equal parts charismatic and revolting as evidenced by his actions but we are never given more that the briefest sense of why, which doesn't matter because this is an absurd bit of fun that stays with you for days after.And about that last scene, I recently discovered it's a redux of the original video for murder on the dance floor. So there you go.I found this film, funny, gross and very memorable. Emerald Fennell did a great job.","
            
            8/10
            
    "
Saltburn," Don't believe the hype!
",djrmc24,10-Jan-24,"Saltburn was a huge dissapointment especially since I have seen such high praise for it. The film is dark, indie like, and doesn't really have much to say. Yes, there are some shocking scenes here and strong performances throughout but I had to ask myself at the end what did I just watch. What does it all mean?! I really feel like I wasted over 2 hours of my time here with this movie. Now I know a lot of people will probably argue that I wasn't really getting the meaning behind this film and trust me I get it. I just feel like this could have been created better. Saltburn gets a middle of the road ranking from me at 5 stars out of 10.","
            
            5/10
            
    "
Saltburn," The Untalented Mr Ripley
",davebrickley-52117,18-Nov-23,"There are some genuine laughs in this movie but they are long forgotten by the time it finally stumbled to an endIt's like someone watched The Master and The Talented Mister Ripley and thought 'I can do that.' Well no, you can'tIt's got this ghastly one dimensional view of what it must be like to have a scholarship to Oxford, but then gets the year wrong by about a centuryIt's fully of hateful characters that look about 10 years too old for the parts they are playing. Yes yes people will say that's the point but there is an art to making a hateful character sympathetic that this wannabe Morse episode simply cannot grasp (it's also pretentiously shot in 4:3 which amplified the made for TV vibe)By the end I had really grown to hate it, the last time I got that angry in a cinema at a movie long outstaying its welcome was the Avatar sequelIt's not the worst film I have seen this year but it comes damn close.","
            
            1/10
            
    "
Saltburn," I wanted to like it
",Med-Jasta,24-Dec-23,"The big problem here is the opening. It shows you everything that's going to happen. I reached to shut it off right there but I wasn't sure what the style was going to be. Then the narration went away and I knew that this wasn't part of the structure of the movie but just a fancy, ""Two weeks earlier.""I pushed through, but as the movie went on and I didn't see what happened in the opening I kept thinking of it. Nothing indicated violence or blood and what had happened so far was so far removed from the opening that I kept wondering how things were going to get there and how the story was going to make that turn. The director ruined her own movie. I was no longer pulled into the drama on screen but was preoccupied at what I was shown in the intro. This is like showing the preview before the movie. Then I was only reminded of things from the intro when we saw them. I'm afraid the movie was ruined for me.I wanted to give this a chance as the movie seemed like it could be something different. I had no idea what this movie was. I saw it on Prime and clicked on it. I had no clue what the story was, who was in it, nothing.The first thing I let go, that the plot description wasn't the plot but the themes of the movie. They want you to know what it's about going into it so you like it? Okay. I guess Gen Z wants to know that the movie is going to be commentary on current issues that they care about? And they don't want to figure it out for themselves?The second, before the movie started I said to myself and my pork rinds, ""It's going to start with classical music and an old school title card."" Somehow I was right. I couldn't believe it. Could I have really guessed this movie by the themes stated and the year it came out?The third, the opening shot, after the spoiler opening, a very long shot that went on for so long that it's coolness wore off quickly. The credits rolled out unevenly to last the entirety of the shot. I don't know why newer directors are in love with long takes. It's very cool to do this, you know when you don't notice it and it adds to the story. Ask DePalma, Hitchcock and Lynch how and why to do a long take.Fourth, full frame. Why? This is like recording in mono. Why do newer directors think that less screen is a good idea? I'm all for doing whatever but many times and I'm afraid this time is one, it just feels contrived and different just to be different.I hate to judge a movie off of it's technical things but this comes from the director who approves the script and everything else and can be indicative of the entire movie.I did eventually go to Wikipedia to read about what happened and yep, I was right about the eventual outcome. Well not so much as I was right but what they advertised at the start was exactly what it looked like... So I don't know why they did that? Are they afraid that Gen Z won't want to watch a movie if they don't know where it's going? Do you really have to tell people what they're going to see so they'll stay around? If that's true then even artsy movies are in trouble.","
            
            3/10
            
    "
Saltburn," Saltburn is a disturbing yet captivating experience that leaves a lasting impression
",kevin_robbins,14-Jan-24,"My wife and I watched Saltburn (2023) on Prime last night. The storyline follows privileged kids at a British boarding school. They live the epitome of the the rich and famous lifestyle, but not every kid is popular and has friends, like Oliver. The most popular kid in school is Felix Catton, and Oliver by chance gets the opportunity to help him not be late to class. From that moment Felix becomes friends with Oliver and decides to help him experience life like he never has before. Once in the life, Oliver knows he never wants to leave it...This picture is directed by Emerald Fennell (Promising Young Woman) in her second major motion picture. This film stars Barry Keoghan (Chernobyl), Jacob Elordi (Euphoria), Rosamund Pike (Gone Girl), Archie Madekwe (Midsommar) and Richard E. Grant (Gosford Park).Saltburn is a spectacular and disturbing cinematic masterpiece that's brilliantly put together. The cinematography, settings, acting, and writing reach an elite level. The story unfolds in a well-paced manner, with stupendous character evolutions. The film's nuances are smart, keeping viewers glued to every scene. This is like nothing I have ever seen and contains some of the most disturbing scenes I've ever witnessed. There's scenes I had to turn away and displayed obsession to grotesque perfection. Barry Keoghan delivers an Oscar-worthy performance, creating a serial killer vibe without being a typical serial killer...In conclusion, Saltburn is a disturbing yet captivating experience that leaves a lasting impression. I would score this a 9/10 and strongly recommended it.","
            
            9/10
            
    "
Saltburn," As Deliriously Entertaining As It Is Shocking
",david-meldrum,13-Jan-24,"Emerald Fennel's Saltburn is a caustic, funny, disturbing contribution to the burgeoning sub-genre of 'Eat The Rich' films, which like to make you chuckle as much as they try to elicit gasps of shock. It's a sign of growing societal anger at the super-rich that such films are finding such willing audiences and creators, and anger is an emotion that shone through Fennel's previous film, the similarly tonally mixed Promising Young Woman.If that film announced the arrival of a significant directorial talent, Saltburn cements her in the top division. Brilliantly written, technically flawless, and acted to perfection by a superb cast, it's a film that's notable for so much. It's firmly written and shot with the female gaze even if the central characters are male, deft tracking shots punctuate the film as layers of plot and character are peeled back, there are subtly brilliant tricks of cinematography, production design, sound design, and lighting, and music (to name a few) that mean it will reward multiple re-watchings. It's also, surely, the final confirmation of Barry Keoghan's arrival as a major player; his towering central performance allowing us to ruminate on the film's concern with how we are forced to play out pre-determined scripts for our lives, and what happens when we try to deviate from those willingly or unwillingly. I've seen the film criticised for unoriginality, which is surely to miss the point; not only does it wear its influences and sources on its sleeve (naming some of them explicitly), but it's precisely this complex meta-textuality that allows the film to work on so many levels and not just as a one-note satire.It will inevitably alienate some for whom the material is too shocking or too graphic, which is understandable; if that's not you, it's an invitation to something as deliriously entertaining as it is disturbing.","
            
            9/10
            
    "
Saltburn," A Collection of Clichés
",madridtouristguides,25-Dec-23,"Mrs. Fennell has made a cinematic cocktail which lacks of originality. By taking something from Passolini's Theorem, Joseph Losey's The Servant, René Clement's A Plein Soleil or Marco Ferreri's La Grand Bouffe, to name only the most obvious, Mrs. Fennell wrapped it in exquisite cinematography that cannot hide the defects of a contrived, talentless and predictable script for those who have seen some of the above films. The actors recite their texts well but, although some of them are renowned and of proven quality, they fail to give credibility to their characters because they have neither substance nor empathy. Completely unnecessary and of failed metaphorical sense is the director's scatological taste in some scenes. All in all, a failed film that should not satisfy its highly praised director.","
            
            1/10
            
    "
Saltburn," Holds fantastic cast performances
",r96sk,17-Jan-24,"I'm disturbed. Outstandingly disturbed, mind you.It is very out there as it features some uncomfortable moments, but that's never a bad thing if it's done right... and boy is it here. The film does an excellent job at making it all fit, which is actually quite impressive. Main plot-wise, it's not a hard one to predict... or at least not quite as unpredictable as the film possibly thinks it is based on the 'reveals' (?) at the end, but again: never a bad thing if done correctly. The main takeaway from all this is certainly the unsettling stuff.This 2023 production also holds fantastic cast performances. Barry Keoghan is top notch, I've seen various people online rave about him as an actor but I hadn't really seen it until now. Jacob Elordi merits praise too, as does Rosamund Pike - another one I haven't previously been too keen on, though she is fun here. In fact, on paper it's an iffy cast to me. In reality, the cast are perfect. Credit also to Richard E. Grant, Alison Oliver and Archie Madekwe.No doubt, 'Saltburn' is a great movie! A must-watch, I'd say. Emerald Fennell is two for two with me now, after I also highly enjoyed 'Promising Young Woman' (same rating, fwiw).","
            
            9/10
            
    "
Saltburn," Gothic Freakshow
",evanston_dad,28-Dec-23,"Based on other things I've seen Barry Keoghan in, I wasn't at all surprised to find him playing another creepy psycho, but I was surprised to find him so sexy. The entire story of ""Saltburn"" revolves around Keoghan's character having an erotic allure that others can't resist, and damn if he doesn't pull that off.I had a lot of fun with this movie. It has surprisingly little to say and is fairly trashy overall, but it's got a lot of style and feels very original compared to a lot of other things playing right now. I was disappointed that Emerald Fennell decided to resort to such clunky exposition at the film's conclusion, since she doesn't tell us anything we hadn't already figured out for ourselves, and in any case it would have been more compelling to leave everything more ambiguous. But the rest of the movie is so strong that the ending didn't ruin it for me.Grade: A.","
            
            9/10
            
    "
Saltburn," Seriously?!! Don't bother
",kmedmunds-71827,22-Dec-23,"I found this film unpleasant, entitled, and horrifying. I honestly can't understand the high ratings. The characters are stereotypes, two dimensional and totally unlikeable, but maybe that's the point. The best part was the last 10 minutes because that was when it was ending. The cinematography is good and the soundtrack isn't bad. It was just such a cynical, pointless and empty film, with nothing original to say, and if I had paid to see it at the cinema I'd have wanted a refund. All the actors are better than this. They didn't deserve to be in this turkey. Find a better way to spend nearly two hours!","
            
            3/10
            
    "
Saltburn," SO MANY CLICHÉS. SO MUCH CRIME.
",fionastaun,26-Dec-23,"If you played drink shots for every Oxford/ Upper Class house cliché, you'd be drunk fifteen minutes in.Maybe it works for under 30s, as it might appeal if you haven't seen or read this genre which covers a swag of well-made classics.First cliche is the envious lower/class student masking his yearning for the handsome upper class gorgeous boy. Done to perfection Brideshead Revisited and Talented Mr Ripley thanks.Then comes rich boy takes poor boy home to gaspingly beautiful rolling-lawns home with a Blue room and a butler. See above plus ...Over the cliched meet the troubled family gathering, we naturally meet the languid cousin, the jolly father, slightly wafting mother, elfin daughter with slew of social problems etc etc. By this time would not have been surprised if Stephen Fry from ""Peter's Friends"", the skewed heir to a fortune and his flawed ensemble, turned up!A loose script, character light acting and blatant concept lifting makes it ""quite tedious Felix.""","
            
            4/10
            
    "
Saltburn," Somewhat predictable, pretty enjoyable, totally insane
",aprilsfriendorin,06-Jan-24,"If you're here, you've probably heard some of the comments surrounding Saltburn. And, you probably know it's a pretty weird experience. The movie follows a poor college student who goes home with his rich friends, where... Things happen.I'm not sure where to begin. I'll start by saying this movie has things I've never seen before in a movie. Nothing too graphic, but some very, very weird stuff. It's also artistically beautiful, and very subtle at times (it reminds me of White Lotus; if you liked that, you'll probably like this). The only downside what that I found the plot fairly predictable. However, the movie is still enjoyable and you can't really blame it for being predictable.If you're down for a weird movie, watch it.","
            
            8/10
            
    "
Saltburn," Surprisingly good yarn
",mrglenngrant,16-Jan-24,"I'd heard all the hype about this film ... and Indy's review after seeing it in the movies (weird and shocking) ... so I wasn't quite sure what to expect when I queued it up on Netflix.What I got surpassed any expectations because I had the impression it was an arty smutfest full of weird sex acts and other debauchery .... and although there was certainly a fair bit of that, there wasn't nearly as much as I thought there would be and what there was didn't take away from what was a genuinely interesting story of infatuation and deception.The acting was tremendous - with Pike and Grant as real stand-outs as the uber-eccentric mother and father. The Farleigh character was sometimes a bit too cruel for me though- which somehow took away the believability a little.It was a tiny bit predictable in that it was obvious towards the end that he was bumping them off - but the twist was that he'd been plotting to do it since before he even first encountered Felix. This explains all the lying about his family - to set Felix and his family up so he would win them over.It wasn't explained what happened to Elspeth in the end ... which is a pity (because I like things neatly tied up, thankyou very much).V. good.81/100.","
            
            8/10
            
    "
Saltburn," Leaves you speechless
",nikole-96036,02-Feb-24,"I have now watched this film about five times. And my reaction is just the same as the first. Wow. Just wow.I saw trailers for this movie and I didn't give it much thought. However, someone suggested it to me and they said I would love it. After watching the film and knowing they said I would love it, made me wonder just what my friend thinks of me.But she may not be wrong, because I am truly obsessed.It was shocking. Unnerving. Twisted. Poetic. Romantic. Disturbing. And a whole bunch of other words that might not be suitable for this platform.You begin the movie by meeting sweet, innocent Oliver who is a new student at Oxford. He comes from a family that is what he describes as poverty level and mother is a drunk and father is a drug addict. Insert beautiful Felix. Felix comes from generational wealth and is that popular guy everyone wants to be friends with. He quickly takes Oliver under his wing and invites him to stay at the family residence of Saltburn.From the beginning, there are scenes that make you question if Ollie is in love with Felix. Or is he obsessed? Or does he want to be Felix? You do not fully get your answer until the last four minutes.As someone who is studying to be a mental health therapist, I would like to pretend I was not observing and assessing Ollie the entire time, but that would be a lie. There are certain acts, mostly revolving around sex and sensuality that leave you speechless. You will want to google Ollie's symptoms immediately after the credits begin to roll.I commend the actor, Barry Keoghan, who played Ollie. He played this role beautifully and truly became the character. It was so well done, but you will be speechless, shocked, and most likely disturbed. I encourage you to embrace the madness.","
            
            8/10
            
    "
Saltburn," A Ripley Riff--or Rip-off
",skepticskeptical,18-Feb-24,"No one who has seen either Plein Soleil (Purple Noon) or The Talented Mr. Ripley (or read the book on which they are based) can possibly watch Saltburn without concluding during the final act that the big zinger was lifted directly from Patricia Highsmith's oeuvre. In fact, she may well have a short story along these lines. I would be surprised if she did not.The cinematography is excellent. I do not regret having watched this film, but it is quite far from being great. It's a bit of a bait-and-switch in the sense that two-thirds of the film pretends to be a critique of class inequities. Then along comes the ending, when we come learn the truth. Nothing was as it seemed. It's not about inequity but iniquity!","
            
            7/10
            
    "
Saltburn," Neither funny or thrilling
",tomasstanger,27-Dec-23,"Decided to give this a watch as everyone is talking about it and decided to see what the fuss was about.I think the best thing I can say is the cast did well with what they had, which was (unfortunately) very little. With a script taken off the shelf, lacking any originality, and tries to copy what so many better films have already achieved, it got to the stage on watching this that there was no point in the venture at all.The 'drama' is in dramatic and unrealistic, there are no thrills (even though described as a 'psychological thriller'), still looking for any semblance of comedy.Quite literally, one of the most overrated bits of absolute rubbish I've had the misfortune to watch in a very long time!","
            
            1/10
            
    "
Saltburn," moves along then it stalls
",pvaltas,22-Nov-23,"Saltburn moves along at a good pace, rather stylish and hip as it creates some anticipation for where it may be going. It develops a bit of mystery but we never understand the motivation for the protagonist character. Not much depth for the various character, so can't get invested in them. Several scenes are designed to depict ridiculous opulence and wealth, so as to contribute to why the main character has disdain for this, yet we don't ever feel this disdain.As the end approaches it becomes predictable while it quickly and conveniently fills in the holes of whatever mysteries it tried to create. Overall, Saltburn lacks substance and hence I was left feeling with the lack of meaning for whatever message the film is trying to depict.","
            
            5/10
            
    "
Saltburn," As pretty and structurally unsound as a crumbling country pile
",johnpmoseley,23-Nov-23,"Oliver, a seemingly working-class Oxford student, falls in with a group of upper-class kids, one of whom invites him to his huge old stately home (Saltburn) and may be an object of obsession for him. Oliver is thus, or roughly thus, led into elaborate lies and worse. My uncertainties here are because the plot is never really clear.It's probably not a deliberate irony that the film often appears to want to be The Talented Mr. Ripley, possibly the greatest story ever about wanting to be someone else. Unfortunately, it also apes, by turns, Brideshead Revisited, The Servant and The Little Stranger. These impulses are not compatible and all said precursors are vastly superior.The script's one real strength lies in the area where writer-director Emerald Fennel was, presumably, able to write what she knows not from other people's art but her own experience: an upper-class British person herself, her depictions of upper-class British people are mercilessly perfect, ably abetted by very funny performances from Richard E. Grant and, especially, Rosamund Pike.But that accounts for about five minutes in an otherwise quite astonishingly amateurish mess. Oliver is either the sad sexual obsessive of Ripley or the single-mindedly sociopathic revanchist class warrior of The Servant. The two do not go together; the only real guiding principle seems to be whatever transgressive, would-be shocking image Fennel wants to show us. Furthermore, in class warrior guise, Oliver is supposed to be carrying out an elaborate, precisely calibrated, 5D chess stratagem that in reality depends on absurdly impossible luck and the fog-brained gullibility of everyone else concerned.This review is a rewrite. Fennel should, at best, have done more of those herself. Her film's grainy, grimy, fashion-shoot prettiness, which seduced me a little at first - hence the rewrite - has soured over time like perfume used to cover up the smell of putrefying corpses. It's bad enough that Fennel has written characters stupid enough to be duped by such transparent ruses. It's wqrse that she seems to expect this of her viewers too - and perhaps even a little worse yet that some of them, on the evidence of these reviews, have fallen in line.","
            
            3/10
            
    "
Saltburn," A constant change of genre and a finale that can surprise!
",berestov,18-Feb-24,"The first half looks like a comedy and you don't think about some kind of blackie. But the further you go, the more interesting it gets. In the end, it's a kind of psychological drama, and the finale is a black comedy.Another example of a movie about which the less you know, the more interesting it is to watch.I would like to highlight the music, the way the film was shot and the final twist, which consists of 6 elements: two of which I knew about, two were under suspicion and two turned out to be unexpected! From this I conclude that exactly half of the final turn, for me personally, turned out to be unexpected. And it made me happy!","
            
            8/10
            
    "
Saltburn," It had potential but no substance
",roxannejeynes-75729,16-Nov-23,"I almost walked out on this movie and that doesn't happen often. Saltburn is not a movie of depth and substance. The character development is below minimal. If you're happy to watch a shallow movie then sure, watch Saltburn. Dialogues are cringey and way over the top towards unbelievable. The only saving grace is the beautiful scenery and stage set ups.The pace did pick up at the end, and there were some interesting scenes - however it felt like the director was getting desperate to save the movie and pulling out all sorts of last ditch efforts to leave an impression. Still, it did not make it bearable and the only impression I was left with was - what a waste of my night.","
            
            2/10
            
    "
Saltburn," Murders everywhere, just not on the dance floor!
",chand-suhas,29-Dec-23,"Oliver Quick struggles to fit in at Oxford University among the richie richs and becomes friends with one, Felix Catton. After listening to his abusive childhood and loss of his father, Felix sympathizes with Oliver and even invites him to their family estate Saltburn over the summer. There, Oliver quickly becomes close to Felix's parents and sister, which Felix's cousin is suspicious about. One night, Felix is found dead and thus begins the dropping of bodies. Who is behind this and what actually happened at Saltburn forms rest of the story.Barry Keoghan as Oliver Quick is the star of the show. He simply aces his character that opts for no hold barred type of performance and shines in multiple scenes throughout. This was definitely an uneasy watch but it did pay off superbly in the end. Not going to lie but the story being set in England and that accent, helped too. The slow narrative actually contributed to building the intensity with the elaborated scenes to showcase Oliver's demeanour. Despite the predictability, the final confession still had the chills. With the supporting cast as well being strong, Saltburn easily is among the best films of 2023 and a must watch.","
            
            8/10
            
    "
Saltburn," Very poor casting for a start
",paulmiller-88888,22-Nov-23,"The first problem that strikes you with this movie is that the so-called students portrayed are all well over 30 years old in real life. And they all look it. In reality they should be in their late teens/early 20s, not in or approaching their mid-30s.There was no plot to speak of, just a rambling series of incidents that had little to no point. Nothing ever really developed into anything worthwhile, and I think we can see the director/writer/producer (all one and the same) wanted to self-indulge at the audiences expense. I could think of many better ways to spend my time and money.Nothing that happens seems remotely credible, realistic, or even interesting unless you are a voyeur.","
            
            1/10
            
    "
Saltburn," Awkward, alluring, disgusting, funny, sexy, horrible, shocking ...
",jhgxjnhb,03-Feb-24,"This film takes you through a huge feast of emotions - if you'll let it. I can see reviews that absolutely hate this film and every character in it - and those that adore this film and believe it to be artfully created. For me, I both hated and loved this film. I've seen the typical array of films which some have likened it to - The Talented Mr Ripley, stands out in particular - but it is not TTMR. It's a cleverer, grittier and dirtier version of that, with better casting decisions, a very imaginative director, and a much better script to start off with.I really really really liked this film.","
            
            8/10
            
    "
Saltburn," Trash.
",M0vieL0ver,01-Jan-24,"Dumbest movie I've seen in a while. We turned it off without finishing it. Not worth it. What was the point? This is one of those movies where they try, oh they try so hard to be clever but end up looking like pretentious fools. What a waste of money. I'm surprised some of the actors in this film chose this script and agreed to play part in it. Embarrassing for them. But it's a paycheck I guess, or they owed a favor. Don't waste your time. It was easy for us to click off and never return. Nothing about this film was good. I do no recommend. Child-like in script and dialogue. Child-like in plot. Meh.","
            
            1/10
            
    "
