"","Movie_Title","Title","User","Date","Content","Stars"
"655","saltburn"," leaves you speechless","nikole-96036",2024-02-02,"i have now watched this film about five times. and my reaction is just the same as the first. wow. just wow.i saw trailers for this movie and i didn't give it much thought. however, someone suggested it to me and they said i would love it. after watching the film and knowing they said i would love it, made me wonder just what my friend thinks of me.but she may not be wrong, because i am truly obsessed.it was shocking. unnerving. twisted. poetic. romantic. disturbing. and a whole bunch of other words that might not be suitable for this platform.you begin the movie by meeting sweet, innocent oliver who is a new student at oxford. he comes from a family that is what he describes as poverty level and mother is a drunk and father is a drug addict. insert beautiful felix. felix comes from generational wealth and is that popular guy everyone wants to be friends with. he quickly takes oliver under his wing and invites him to stay at the family residence of saltburn.from the beginning, there are scenes that make you question if ollie is in love with felix. or is he obsessed? or does he want to be felix? you do not fully get your answer until the last four minutes.as someone who is studying to be a mental health therapist, i would like to pretend i was not observing and assessing ollie the entire time, but that would be a lie. there are certain acts, mostly revolving around sex and sensuality that leave you speechless. you will want to google ollie's symptoms immediately after the credits begin to roll.i commend the actor, barry keoghan, who played ollie. he played this role beautifully and truly became the character. it was so well done, but you will be speechless, shocked, and most likely disturbed. i encourage you to embrace the madness.",8
"656","saltburn"," a ripley riff--or rip-off","skepticskeptical",2024-02-18,"no one who has seen either plein soleil (purple noon) or the talented mr. ripley (or read the book on which they are based) can possibly watch saltburn without concluding during the final act that the big zinger was lifted directly from patricia highsmith's oeuvre. in fact, she may well have a short story along these lines. i would be surprised if she did not.the cinematography is excellent. i do not regret having watched this film, but it is quite far from being great. it's a bit of a bait-and-switch in the sense that two-thirds of the film pretends to be a critique of class inequities. then along comes the ending, when we come learn the truth. nothing was as it seemed. it's not about inequity but iniquity!",7
"657","saltburn"," neither funny or thrilling","tomasstanger",2023-12-27,"decided to give this a watch as everyone is talking about it and decided to see what the fuss was about.i think the best thing i can say is the cast did well with what they had, which was (unfortunately) very little. with a script taken off the shelf, lacking any originality, and tries to copy what so many better films have already achieved, it got to the stage on watching this that there was no point in the venture at all.the 'drama' is in dramatic and unrealistic, there are no thrills (even though described as a 'psychological thriller'), still looking for any semblance of comedy.quite literally, one of the most overrated bits of absolute rubbish i've had the misfortune to watch in a very long time!",1
"658","saltburn"," moves along then it stalls","pvaltas",2023-11-22,"saltburn moves along at a good pace, rather stylish and hip as it creates some anticipation for where it may be going. it develops a bit of mystery but we never understand the motivation for the protagonist character. not much depth for the various character, so can't get invested in them. several scenes are designed to depict ridiculous opulence and wealth, so as to contribute to why the main character has disdain for this, yet we don't ever feel this disdain.as the end approaches it becomes predictable while it quickly and conveniently fills in the holes of whatever mysteries it tried to create. overall, saltburn lacks substance and hence i was left feeling with the lack of meaning for whatever message the film is trying to depict.",5
"659","saltburn"," as pretty and structurally unsound as a crumbling country pile","johnpmoseley",2023-11-23,"oliver, a seemingly working-class oxford student, falls in with a group of upper-class kids, one of whom invites him to his huge old stately home (saltburn) and may be an object of obsession for him. oliver is thus, or roughly thus, led into elaborate lies and worse. my uncertainties here are because the plot is never really clear.it's probably not a deliberate irony that the film often appears to want to be the talented mr. ripley, possibly the greatest story ever about wanting to be someone else. unfortunately, it also apes, by turns, brideshead revisited, the servant and the little stranger. these impulses are not compatible and all said precursors are vastly superior.the script's one real strength lies in the area where writer-director emerald fennel was, presumably, able to write what she knows not from other people's art but her own experience: an upper-class british person herself, her depictions of upper-class british people are mercilessly perfect, ably abetted by very funny performances from richard e. grant and, especially, rosamund pike.but that accounts for about five minutes in an otherwise quite astonishingly amateurish mess. oliver is either the sad sexual obsessive of ripley or the single-mindedly sociopathic revanchist class warrior of the servant. the two do not go together; the only real guiding principle seems to be whatever transgressive, would-be shocking image fennel wants to show us. furthermore, in class warrior guise, oliver is supposed to be carrying out an elaborate, precisely calibrated, 5d chess stratagem that in reality depends on absurdly impossible luck and the fog-brained gullibility of everyone else concerned.this review is a rewrite. fennel should, at best, have done more of those herself. her film's grainy, grimy, fashion-shoot prettiness, which seduced me a little at first - hence the rewrite - has soured over time like perfume used to cover up the smell of putrefying corpses. it's bad enough that fennel has written characters stupid enough to be duped by such transparent ruses. it's wqrse that she seems to expect this of her viewers too - and perhaps even a little worse yet that some of them, on the evidence of these reviews, have fallen in line.",3
"660","saltburn"," a constant change of genre and a finale that can surprise!","berestov",2024-02-18,"the first half looks like a comedy and you don't think about some kind of blackie. but the further you go, the more interesting it gets. in the end, it's a kind of psychological drama, and the finale is a black comedy.another example of a movie about which the less you know, the more interesting it is to watch.i would like to highlight the music, the way the film was shot and the final twist, which consists of 6 elements: two of which i knew about, two were under suspicion and two turned out to be unexpected! from this i conclude that exactly half of the final turn, for me personally, turned out to be unexpected. and it made me happy!",8
"661","saltburn"," it had potential but no substance","roxannejeynes-75729",2023-11-16,"i almost walked out on this movie and that doesn't happen often. saltburn is not a movie of depth and substance. the character development is below minimal. if you're happy to watch a shallow movie then sure, watch saltburn. dialogues are cringey and way over the top towards unbelievable. the only saving grace is the beautiful scenery and stage set ups.the pace did pick up at the end, and there were some interesting scenes - however it felt like the director was getting desperate to save the movie and pulling out all sorts of last ditch efforts to leave an impression. still, it did not make it bearable and the only impression i was left with was - what a waste of my night.",2
"662","saltburn"," murders everywhere, just not on the dance floor!","chand-suhas",2023-12-29,"oliver quick struggles to fit in at oxford university among the richie richs and becomes friends with one, felix catton. after listening to his abusive childhood and loss of his father, felix sympathizes with oliver and even invites him to their family estate saltburn over the summer. there, oliver quickly becomes close to felix's parents and sister, which felix's cousin is suspicious about. one night, felix is found dead and thus begins the dropping of bodies. who is behind this and what actually happened at saltburn forms rest of the story.barry keoghan as oliver quick is the star of the show. he simply aces his character that opts for no hold barred type of performance and shines in multiple scenes throughout. this was definitely an uneasy watch but it did pay off superbly in the end. not going to lie but the story being set in england and that accent, helped too. the slow narrative actually contributed to building the intensity with the elaborated scenes to showcase oliver's demeanour. despite the predictability, the final confession still had the chills. with the supporting cast as well being strong, saltburn easily is among the best films of 2023 and a must watch.",8
"663","saltburn"," very poor casting for a start","paulmiller-88888",2023-11-22,"the first problem that strikes you with this movie is that the so-called students portrayed are all well over 30 years old in real life. and they all look it. in reality they should be in their late teens/early 20s, not in or approaching their mid-30s.there was no plot to speak of, just a rambling series of incidents that had little to no point. nothing ever really developed into anything worthwhile, and i think we can see the director/writer/producer (all one and the same) wanted to self-indulge at the audiences expense. i could think of many better ways to spend my time and money.nothing that happens seems remotely credible, realistic, or even interesting unless you are a voyeur.",1
"664","saltburn"," awkward, alluring, disgusting, funny, sexy, horrible, shocking ...","jhgxjnhb",2024-02-03,"this film takes you through a huge feast of emotions - if you'll let it. i can see reviews that absolutely hate this film and every character in it - and those that adore this film and believe it to be artfully created. for me, i both hated and loved this film. i've seen the typical array of films which some have likened it to - the talented mr ripley, stands out in particular - but it is not ttmr. it's a cleverer, grittier and dirtier version of that, with better casting decisions, a very imaginative director, and a much better script to start off with.i really really really liked this film.",8
"665","saltburn"," trash.","m0viel0ver",2024-01-01,"dumbest movie i've seen in a while. we turned it off without finishing it. not worth it. what was the point? this is one of those movies where they try, oh they try so hard to be clever but end up looking like pretentious fools. what a waste of money. i'm surprised some of the actors in this film chose this script and agreed to play part in it. embarrassing for them. but it's a paycheck i guess, or they owed a favor. don't waste your time. it was easy for us to click off and never return. nothing about this film was good. i do no recommend. child-like in script and dialogue. child-like in plot. meh.",1
"666","saltburn"," utterly unwatchable.","jgm_09",2023-11-06,"for me, this movie redefines the word ""unwatchable"".the movie is about two university students, who come from different worlds. one who is rich, popular, and charming, the other who is poor, shy, and awkward. they become friends.that they become friends is the most believable part of the story.what happens afterwards is a poorly executed ripoff of other movies, but ridiculous in scope, and devoid of reality. it will leave audiences feeling underwhelmed and disappointed - both in the movie and themselves for having wasted their time and money on this ""film"".i saw this as a sneak preview, where it was hyped as ""the most buzzed about movie of the year"". after watching it, i realized ""buzzed"" does not necessarily mean good. it is being buzzed about, as it will be remembered as one of the worst movies of 2023.",1
"667","saltburn"," overhyped,amazon crashed while watching,not in wide full screen either","pappywatts",2024-01-06,"what was all the fuss about,not comfortable watching the next generation excesses, and the upper class oblivious to any human interaction, not based in reality,what was this script, 10 little indians rewritten? knives out 2 did a better job,an expose on the rich,not even funny,portraying social mores amongst the upper classes.if this is what the new generation of directors,and scriptwriters consider as entertainment,then cinema is truly dead,still i would imagine generation z or a1 whatever, would have their heads buried in their mobiles , and glancing up occasionallynot my cup of tea, all it did was revive sophie ellis baxtor's hit record at the very end.",4
"668","saltburn"," authentic portrayal of envy","richanderson-99667",2024-02-11,"while not being english, i felt that this film accurately presents the privileged society there well. this movie showed the envy felt by the middle class towards the aristocracy well. it also showed the degree of envy in many people towards others.the film's historical and cultural context feels authentic. i felt that the era was well depicted and while the plot is predictable, the trajectory keeps you guessing. the script was surprisingly original.the characters had depth, particularly oliver, played by keoghan. felix, played by elordi, has been seen many times before, but is a genuine character.the denoument may not be entirely convincing, but, hey, this is a drama, not a doco. although i've seen plenty of docos of stranger events.fennell's direction has you cringing in certain scenes, but they are all beautifully resolved. plenty of strange moments, but they fit the characters and their inner motivations.if you see this movie distracted by others or your surroundings, you probably won't become enthralled by it. however, if you focus, it's a brilliant move with strong characters which will stay with you.",8
"669","saltburn"," a shocking feast for the senses!","chartreuse1",2023-12-02,"lush cinematography, a variegated musical score, a tight ensemble cast, and strong psychosexual themes makes this movie quite the cosmic ride! emerald fennell with new indie film, saltburn, does a great job, here. the story centers and is narrated by oliver quick, played masterfully by barry keoghan, who attends oxford on a scholarship in the mid-2000's and befriends, felix catton, a handsome, rich, elite played by jacob elordi, who invites oliver to his palatial residence, saltburn, to wile away the lazy days of summer and mingle with his eccentric family. this movie has some jarring scenes, to put it mildly, and may repel some and titillate others. everyone who i was with in attendance tonight were totally drawn into the catton's world and many clapped after the movie was over. another movie that may continue with a cult following??? only time will tell. all i can say is go see it, take it in or spit it out and make your own judgments! brava, ms. fennell for another brilliant work with fine acting and direction!",10
"670","saltburn"," been done before and better","darapjohnson",2023-12-27,"""saltburn"" kind of has the same plot as ""parasite"", the korean movie (family works under rich family, and ultimately pretty much ends up living there). with ""saltburn"", it's pretty much the same with the character, oliver quick, moving in with this rich family slowly working his way on the inside albeit his tactics are way more dark and dirty.i was not a big fan of this movie, i have to say straight up. it's been done before, and it's been done better. the plot twist i could see coming halfway through the movie although they did a good job doing the whole ""who's the evil one here"" shabang at the beginning. just got predictable the longer you watch. and also there were some very cringe inducing scenes in this and not the good kind of cringe. once you see the movie, you'll know exactly what scenes i'm referring to. plot had potential, could've been done better, hell, could've been done different. all in all, this was pretty average and that's about it.(on a sidenote... why does barry keoghan always play such creepy roles? he played a weird creepy character in ""killing of a sacred deer"" too.)",5
"671","saltburn"," an outstanding achievement and a massive step up for emerald fennell","cdjh-81125",2023-11-19,"i'm in utter shock at how good saltburn turned out to be. i was looking forward to it but i didn't expect to be top 5 of the year (maybe even top 10 of the decade) for me. that's only because i really liked promising young woman but i wasn't totally blown away by it. it had so many great concepts and moments but some of the execution was a bit lacking for me. but i can confidently say emerald fennell elevated her craft in every single way for her second movie.this script is almost completely air tight. i was intrigued from almost the first frame and it never let me go from there. fennell's been very open about the influence of the talent mr ripley on this film and it's very apparent but she absolutely does her own thing with it. it doesn't always feel like it's going in a specific direction but i was always excited to see where it was going.this character, played perfectly in what i think is barry keoghan's best performance, is so interesting and i never quite knew how to feel about him in all the best ways. fennell builds up his connection with jacob elordi so well and there's such a specific chemistry between the 2 of them that was riveting to watch and they took elrodi's character in a direction i didn't expect but absolutely loved.i won't go as far as to say that i didn't predict any of the twists or turns. there were some reveals that i did see coming but it all comes down to execution and every single beat and plot revelation of this script felt earned from a character perspective and took everything to a satisfying conclusion. i've already mentioned the mr ripley inspiration but there's a little knives out in there, some illusions to parasite, hints to get out and even the shining.that's not to say fennell is being derivative here because this film absolutely feels like her vision through and through and it's so impressive just how many tones she managed to blend seamlessly. my only real issue with the script, and really the film overall, is fennell's need to occasionally over explain things. there's a lot of backstory to these characters but the means in which she delivers the exposition around them can feel forced and like the scene just has to stop to fill in their history. certain scenes towards the end makes these moments more understandable in retrospect but it still felt clunky in the moment.the technical prowess on display was astounding. based off the trailers, i wasn't sure if i was going to like the unique aspect ratio this film employs but it ended up working perfectly for me. it gave a sense of intimacy to everything and it let me get more immersed into the character interactions and even the broader landscape shots as well. the camerawork fennell pulls of here is insane, there are so many impressive one takes and it has without a doubt one of the most unique final shots i've seen in a movie in a long time. the cinematography is also jaw dropping, it's roger deakins level stuff for me and it honestly made my jaw drop more than once. if it doesn't get nominated for, let alone win, the oscar i'll be outraged.saltburn is such an experience of a movie that i can't help but in awe of what emerald fennell pulled off. it's constantly intriguing, tension filled and investing despite the truly horrible acts done by the characters. it's visually stunning with some of the best performances i've seen from most of these actors. it hasn't left my mind in the day since i saw it and it just feels like the kind of movie we don't see enough of. amazon are absolutely killing it this year with air and now this and they need to keep putting these kinds of movies in theatres. after this, i can't wait to see what emerald fennell does next because if she puts out another film of this quality she'll be well on her way to being one of the best directors working right now.",9
"672","saltburn"," so yeah it was gross but weirdly captivating","duncannoella",2024-01-13,"this is the first film i've watched by emerald fenell so i didn't know what to expect. i went in this film totally blind (though i think i shouldn't have) and suprisingly i enjoyed it.though, quite provocative through its provocative and sometimes uncomfortable scenes, i found the film utterly captivating from start to finish. in my opinion its a great film that transports you through its smart and intricate writing. brillant performances by the actors, i mean that dinner scene around the end of the film was just breathtaking. the film is so compelling with a lot of twist and turns that keeps you hooked from beginning to end and i have to acknowledge the amazing cinematography in this film. it's just beautiful and visually stunning.so overall, even though this film isn't for everyone i'd recommend to give it a try.",9
"673","saltburn"," super trash","francesco-musolino",2023-12-29,"cavesco - the scene of the blood and blood vessels in the bag - long scenes designed to disturb the dreams of teenagers with close-ups and sweat on the bodies... how boring. the protagonist with an idiotic face like few others is passed off as an evil genius and after half an hour the whole plot is revealed. a film for kids, a little cringe and decidedly overrated.no one notices anything, the protagonist lies and there are plot holes like tunnels but despite everything we have to believe that he is not a loser but a great evil genius. the highlight obviously are the male nudes with close-ups and the final dance scene... very very trash. ridiculous.",2
"674","saltburn"," sloppy writing, fails the audience, not credible, very derivative","ashlleyshae",2023-11-22,"do not waste your money on saltburn. instead watch moliere's tartuffe at a theatre, or read the case of the french aristocratic family scammed by thierry tilly - which are obvious borrowings in this unoriginal mish-mash of a film. this reminds of what laura neal did in bad writing to finale 'killing eve'. it betrays the audience, is badly written, and poorly made - it talks down to the audience and mocks any investigative law enforcement. visually it looks good, but it is a silly romp that does not satisfy, the characters are two-dimensional, and the occasional insight is swiftly blunted. there is no brilliance here - only an overpaid, overrated maker either losing it, or saying 'f... you' to cinema-goers. don't waste your time. filmed at shotover park fits - for a lazy shot in the dark that fails cinema.",1
"675","saltburn"," beguiling allegory of classism","joshuamercott",2024-01-12,"the rich and privileged elite have their own excessive tastes, not all of them desirable. ""saltburn"" made numerous references to the posh, sometimes pointless, tropes that some of the wealthy are known to indulge in.""saltburn"" took a normal guy named oliver quick and showed how 'quickly' he could be charmed and mesmerized by the dubiously immoral elite class. satirical storytelling at one of its most nuanced, this movie soon became a lesson in multi-layered and deviantly intelligent filmmaking.remarkable performances by barry keoghan (as oliver quick), jacob elordi (as felix catton), rosamund pike (as elspeth catton), alison oliver (as venetia catton), and richard e. grant (as sir james catton) carried this unforgettable plot across the finish line.special shout-out to archie madekwe (as farleigh start), ewan mitchell (as michael gavey), and carey mulligan (as pamela). they adeptly balanced the roster of quirky characters in ""saltburn"".oxford university came alive on screen, especially those parts where an 'outsider' like oliver didn't quite fit in. a silent peer pressure prevailed, compelling him to accept his so-called fate of being 'ruled' by those who seemingly exerted an undeniable level of charm, like the much-beloved felix catton.the title sounded like it was referencing a drug, but in truth it was the name of the wealthy estate the cattons called their castle. it was here oliver lost his class-based 'virginity' and surrendered to the desire of becoming one of the one percent.there was more classism allegory than convenient bisexuality in this story. it took seemingly simple human perspectives and skewed them out of context until a darker human truth revealed itself. this was the genius behind emerald fennell's ""saltburn"" movie.i loved how allegorical oliver quick's journey was as he gradually grew close to the man (felix) whom he emulated, even wanted to become. he who came from nothing wanted to have everything.his invitation to stay at saltburn with the cattons gave ""ollie"" all the room he needed to indulge that desire, even doing whatever it took to get it. the way he conned his way into the family's good graces was not far-fetched. there are thousands of ollies out there accomplishing much the same.in this alluring story where nothing was as it seemed, eccentricities and debaucheries confluenced into empathy, the need to belong, and the dirty desire to climb the social ladder at whatever bloody cost.suffice to say, ""saltburn"" can be seen a few times and will probably manage to convey a different secret message with each viewing.",8
"676","saltburn"," disjointed and pretty gross","xddzqhwy",2023-11-29,"acting is pretty great, cinematography was pretty great too, but story is all over the place. the movie is filled with scenes meant to shock so you'll go, wow, so edgy, so daring, so brave; but end up just being gross. it's like when a comic says a bunch of wild stuff, but isn't funny....you walk away feeling like you've just been assaulted.i saw that some people said it was a rip off of talented mr. ripley. it absolutely is, my god it is. a disjointed mess of a rip off, but a rip off none the less. i don't really understand the high score for this movie unless it was reviewed solely by the wiener loving cinephiles. if that's the case, then this movie delivers in spades.",5
"677","saltburn"," surprisingly teriffic","douglasmcbroom",2024-01-28,"i put off watching this film because i didn't think it would appeal to me, according to the blurbs. boy was i wrong! this is a fantastic film that has been egregiously overlooked by the oscars in favor of the overly-long and boring 'oppenheimer;' the incredibly pretentious and bad 'maestro;' and the absurd' barbie.'this film deserved best picture, director (emerald fennell), original screenplay (emerald fennell), best actor (barry keoghan), and best supporting actor (jacob elordi) nominations.emerald fennell has written and directed one of the most original and surprising films in many years. it's a crime that oscar couldn't see that!",9
"678","saltburn"," a punishment to watch! 💀","sophiasmith-1",2023-12-18,"literally, and without a doubt, the worst movie i have ever, ever seen! it starts out slow and gets even more slow, and the plot line just gets worse and worse and worse. a serious waste of talent here, and such a waste of time. i wish i would have left in the first ten minutes which i could barely get through as it was painfully slow and uneventfully boring!do not waste your time or money on seeing this beyond awful film!there is absolutely no sense to the plot, it is merely a jamble of themes thrown together - and nothing makes sense in this film. after the first extremely boring half hour, the visuals and the scenery improved, however, the story and the plot never improves!",1
"679","saltburn"," what on earth was that?","yahiaaqil",2023-12-25,"the trailer is so much better than the movie itself! besides, if this supposed to be some kind of psychological horror, where is motive then?! did it become a habit to add some gore freaky scenes thinking this would make it spooky? so killed everyone for the house, the attention, the money, the lack of emotions, etc.. what about his love? and not just any love.. he worshipped that guy. i mean i understand people kill for love but not like this and with stupidity.. a total waste of time.. great actors in a very very weak and boring plot. people now like what is schoking and gore, but again woth no context it's a waste ...",2
"680","saltburn"," dull and derivative","mark_champness",2023-12-22,"i don't know what this movie is saying. nothing new was my first thought; shades of brideshead, ripley, teorema, and the penny dreadful. not to mention scenes from the harry potter movies. add to that gratuitous bad sex scenes, unrealistic (and inaccurate) oxford settings and a script tending towards cliché. seldom has a movie had no likeable characters in it but then there's very little character development shown. i read that the director suggested it was about obsessive love; well, maybe, but what does it say that's new? and it is definitely not an entertaining or comfortable watch. finally the depiction of the maths geek is way off - arithmetic is not the same as mathematics!",2
"681","saltburn"," just give barry keoghan his damn oscar already","cmtempest",2023-12-10,"evidently the jinx of the ""sophomore slump"" held no claim over emerald fennell, britain's new filmmaking auteur and cinematic wunderkind. in only her second movie, the popular writer-director has already soared past expectations, delivering a film which not only far surpasses the success of her debut promising young woman (which was excellent), but which succeeds so well in all its ambitions that it just might belong in the conversation for genre classic. it certainly ranks quite high among my personal favorites for films of its kind.in my opinion, saltburn is a masterpiece. a purely singular, cinematic tour-de-force, with an abundance of style, all put to use in service of a story that is both attractive and engrossing, while never ceasing to be entertaining. it's the kind of film that sears itself in your memory with its brazenness-to say nothing of the level of prurience that permeates some of the more salacious/depraved bits. i know that sounds like it could be a negative, but believe me, it definitely works in this film's favor; keeping the tone both erotically charged as well as deeply unsettling. in fact, the whole film is astoundingly well-balanced, maintaining a sly confidence in itself which makes it all the more entrancing despite (because of?) it taking things to such extremes. occasionally you might feel like recoiling, but you'll remain unable to look away.since the film only released wide several weeks ago, i'll refrain from saying much about plot specifics in this review (nothing beyond superficial comparison anyway), as i'd hate to spoil anyone from having the same incredible experience i had going in blind. this is an opportunity that hopefully most people will be afforded, owing to the stellar marketing for the film which somehow managed to build intrigue without revealing hardly anything about the story (take note studio heads, this is how it should be done!). it's an especially blessed achievement in this case, as this is a film with a deviously good script and it'd be a shame to miss out on its myriad surprises.additionally, with saltburn, emerald fennell has not only gifted us fans of crime/mystery stories with a modern genre masterpiece, she has also given us the best ripley movie without tom ripley. indeed, the film evokes a superlative, verging on definitive, homage to the famous amoral hedonist with a knack for escaping consequences, and i would honestly be shocked to find out fennell wasn't a highsmith fan. at times this script feels almost like a re-imagining of the talented mr. ripley for the millennial generation; albeit one cleverly tailored to the sensibilities and sexual fluidity of the euphoria crowd. the use of hyper-stylized cinematography, as well as the film's decidedly ""in vogue"" choice of music, also evoke the style of that series to a degree. that said, jacob elordi playing against type as the rich aristocrat felix catton (ostensibly a spoiled playboy, but whose surprising sensitive side may reveal him to be an actual decent person) subverts those expectations in the best way.whatever the reality behind her inspiration, this film is in no way a mere imitation of another work. instead, fennell more than proves her mettle as a writer/director capable of executing her unique ideas with extreme precision. frankly, she couldn't seem more at home in the genre, and despite a concept that on the surface may appear to be aiming at mere homage, fennell spares no time proving that notion false; taking a deceptively original approach to a tried and true theme, and running with it to intoxicating effect.saltburn is an utterly enthralling mystery, with an impressively sustained blend of familiarity and unpredictability. the script is brimming with witty dialogue, wickedly dark humor, compelling social commentary on class division, and no shortage of clever twists. all in all, this makes for a fiercely captivating affair from start to finish. so much so, in fact, that when the many disparate threads finally start to come together in the final act, the result is harrowing and nothing short of extraordinary!this is filmmaking of the highest order from someone who is quickly becoming one of the most interesting artists working today. if it wasn't such a crowded year i would say fennell was a shoe-in for another best original screenplay nom. although then again, when considering the uncomfortable nature of certain moments in the film, it may be a stretch to think the academy is ready to vote for something this far out. i hope they're not all too close-minded to recognize fennell's talent though, and this at least ends up getting some (well-deserved) awards attention. in any case, if she's able to keep up the momentum then her work will soon be impossible to ignore, no matter how dark/insane she decides to go with her next project. personally, i'd love to see her re-team with keoghan/mulligan and try her hand at a full-on horror flick!anyways, beyond the film's critical reception, what perhaps will be most interesting is seeing the overall response it gets from general audiences. i'd imagine they won't be expecting just how shocking certain aspects of the story are, and all those forming their expectations based on her first film (like i did) are likely to be caught off guard by a handful of these scenes (if not outright turned off). the film never felt in any way exploitative or pretentious to me though. on the contrary, i felt like the balance and tone that it struck were basically flawless. even if a small number of viewers do find it too offensive, that will probably just add to the allure of the film. ultimately, the purity of conviction shown by the creative team in taking things as far as they did clearly panned out.suffice it to say, i've never seen anything quite like this film, and i was completely blown away. in fact, for me, it rather handily beats out oppenheimer, beau is afraid, and killers of the flower moon as the best of the year, and i'd go so far as to call it a film destined to be discussed, analyzed, argued over, and admired by cinephiles of every kind for years to come.finally, i'd be remiss not to mention the film's true oscar potential, and that's barry keoghan. his raw performance as the socially awkward, yet smart and deeply enigmatic loner oliver quick is so brilliantly nuanced, mysterious, and disturbing that i can all but guarantee it will ""make your blood run cold."" barry is absolutely the underdog to look out for come award season, and this film proves, decisively, that he was the perfect choice to take up the mantle of the joker.rating: 9.5/10.....edited to add - i can't believe i forgot to praise the incredible use of ""murder on the dance floor"" in one of the film's final montages. i've been waiting forever for someone to re-tap the potential of the song, and its use here might be the best of any hit since the pixies' ""where is my mind?"" swelled up at the end of fight club.",9
"682","saltburn"," seen","kosmasp",2024-01-01,"no pun intended - yes i've seen the movie! but is that what i mean with my summary headline? hardly! i think most can feel what the main character goes through. and in a wicked way we probably root for him, the movie makes it easy for us to do so. of course there is more there - and slowly something appears before our eyes.certain things are said - and because we do not have any evidence of the contrary we take them at face value ... right? well that is how it works. and barry, the lead actor, whom you may have seen in some other stuff (dunkirk, killing of a sacred deer or recently the banshees movie - where he stole the show! not an easy feat mind you) ... and i doubt it will be long before he finally wins an oscar (aka academy award)! maybe even for this? not sure how the mechanics work for that ... but it would be deserving for sure. nomination is a given (i'd be surprised if not).that all being said, the movie is really messing with you. and i understand if you are looking for a broader sense, a message, that you may not find it here ... but that is life. and this is here to showcase the acting abilities of the people involved ... while telling quite the gripping and tension filled story ... nail biting in a sense to say the least. just got this in for 2023 for myself - which makes it a candidate for my top list of the year.",10
"683","saltburn"," unforgettable experience","ignatdanilchuk",2024-01-23,"discussed on all social networks, emerald fennell's film ""saltburn"" hooks you from the first minute. the first frames immediately immerse us inside the head of the main character oliver, and do not let us go until the very end.the plot of the film revolves around oliver and felix, who study at oxford. oliver is a shy guy who can't make friends in a new place. but he finds the strength to meet felix. with their acquaintance, their rapprochement into best friends begins.the acting performance of barry keoghan, who played oliver, undeservedly went unnoticed by the film academy. from film to film, barry proves to everyone that he is a great actor, but this film was his peak. he was paired with jacob elordi (felix), familiar to us from the tv series euphoria, who is slowly getting closer to leading roles in films. together with barry, they have great chemistry on camera, and the relationship they develop is interesting to watch.the film was shot in a 4:3 format, unusual for modern times, which at first glance may discourage you from watching the film. but after the first part of the film, every frame justifies the format chosen by the director. the frame, which is narrowed on the sides, makes the characters even closer and the atmosphere more personal, as if the photograph has its own story behind it.emotionally, the film will not leave you indifferent. watching can be compared to a roller coaster. at first we are immersed in one genre, but by the end of the film we find ourselves in a completely different one.overall, this is a film that will keep you engaged. a captivating plot and outstanding acting will make watching ""saltburn"" an unforgettable cinematic experience.",9
"684","saltburn"," overrated","rgxdzrybr",2024-02-01,"i seriously question the praise for this movie. what is going on with people so easily taken in by this because it's supposed to be a dark comedy or satire?the way the main character gets off on the bodily fluids of certain characters is for shock . the idea is that he's vampiric in his obsession with them but emerald fennell who wrote and directed it chooses one of the most grotesque ways of expressing this. it's supposedly a lampooning of the wealthy but they come across in a way we have grown to use to. self satisfied, rude , patronizing when they play their games with lower classes and wannabes. if anything it seems to be saying beware of anyone not impossibly wealthy they will take advantage. nothing the main character does to them makes us care about them so it's all pointless.parasite was good commentary topic of classism. saltburn is dreadful. some decent acting but not enough to make a difference .i also get tired of being told something is a dark comedy when it isn't. fargo was a good dark comedy with a moral center and genuinely funny as well. filmmakers need to look at films like fargo or burn after reading or the apartment and learn how to write a good dark comedy.",1
"685","saltburn"," i liked the minotaur statue","jromanbaker",2024-01-04,"long, long ago there was a horror film made in 3d called ' the maze ' and in the centre there was something shocking and terrible. in this film there is something beautiful and threatening. a minotaur statue with more sexual potency than anything else in this meandering film. i like to think this statue was going to bring down the house of the ruling classes, but alas statues move terribly slowly. in all seriousness ( that's a laugh ) with shades of ' theorem ' and ' the servant ' a handsome young man gets involved with horror of horrors another young man and takes him home to his architecturally appalling pile and introduces him to daddy, mummy and infantile sister. familiar territory and with veiled homoeroticism a gullible audience like me gets a few hammer horror shocks. the grave scene by the way is not that shocking and only one scene is but no more spoilers. the actors do their best, but the two leading young males seemed to walk and dance their way through, but mulligan and pike steal what is left to steal. putting it gently i give it a three because in some weird way it does represent the uk today, and as an historical document for the future it maybe valid. if cinema as we feebly know it now exists by then.",2
"686","saltburn"," i don't get the hate","andrewcjordan",2024-02-16,"saltburn (2023) cast: barry keoghan, jacob elordi, rosamund pike, richard e. granti have seen a lot, and i mean a lot of negative reviews for saltburn on this website, and quite frankly i don't get the hate. true, i won't say it's perfect (although it is good enough to get seven stars from me) and i won't say i understand every directorial choice made by fennell, (not to mention there were a few lines of dialogue that were cringe) but ultimately this had a really good story, good character, and most importantly really good acting, some of whom i probably wouldn't have given much thought of as far as their acting goes before this. so, please, give this movie an open mind when watching it. that doesn't mean you'll like it but at least you will have gone in with an open mind.",7
